partidos
16-10-2022 Buyuksehyr 2 - 0 İstanbulspor
21-10-2022 Antalyaspor 2 - 1 İstanbulspor
30-10-2022 İstanbulspor 2 - 5 Fenerbahce
05-11-2022 Giresunspor 3 - 2 İstanbulspor
13-11-2022 İstanbulspor 0 - 1 Hatayspor
25-12-2022 Galatasaray 2 - 1 İstanbulspor
28-12-2022 İstanbulspor 2 - 1 Kasimpasa
05-01-2023 Adana Demirspor 6 - 0 İstanbulspor
09-01-2023 İstanbulspor 1 - 1 Gaziantep BBK
15-01-2023 Ümraniyespor 0 - 2 İstanbulspor
22-01-2023 Trabzonspor 4 - 0 İstanbulspor
29-01-2023 İstanbulspor 2 - 4 Kayserispor
02-02-2023 Konyaspor 0 - 1 İstanbulspor
05-02-2023 İstanbulspor 2 - 1 Alanyaspor
